col0 col1
1861.410666143112 -0.029671993853006534
1862.438416467796 -0.028888143715566913
1863.4661667924802 -0.02689510291890886
1864.4939171171645 -0.025870337083246108
1865.5216674418484 -0.02731863114023308
1866.549417766533 -0.031015529208722033
1867.5771680912167 -0.035371456827329645
1868.604918415901 -0.038984151875876345
1869.6326687405847 -0.039201251301303294
1870.6604190652693 -0.034677472456300366
1871.6881693899531 -0.02563691178672095
1872.7159197146375 -0.01434095119459098
1873.7436700393216 -0.004602028897625483
1874.7714203640057 0.0003566979378066728
1875.7991706886896 -0.001798490569896454
1876.8269210133737 -0.009689720771332637
1877.8546713380579 -0.01955374865593977
1878.8824216627422 -0.027634498287724518
1879.910171987426 -0.032262092587331356
1880.9379223121105 -0.03326734279009788
1881.9656726367944 -0.031244143143782755
1882.9934229614787 -0.028857454519089217
1884.0211732861624 -0.028165794504074238
1885.048923610847 -0.030280432288556647
1886.076673935531 -0.03623240048473088
1887.1044242602152 -0.045631816220098764
1888.132174584899 -0.05687867385863744
1889.1599249095832 -0.06772395255948944
1890.1876752342673 -0.07678541725426255
1891.2154255589517 -0.08020771448599302
1892.2431758836356 -0.07542664203397804
1893.27092620832 -0.05748509396761293
1894.2986765330038 -0.022302266932832784
1895.3264268576881 0.031532063055553686
1896.3541771823723 0.09959816965781
1897.3819275070562 0.17109220382323015
1898.4096778317403 0.23192735801851605
1899.4374281564246 0.26991883608193096
1900.4651784811085 0.278199324808839
1901.4929288057929 0.25750400538918955
1902.5206791304768 0.21554912205440532
1903.548429455161 0.16424227230125849
1904.576179779845 0.11539401257493577
1905.6039301045294 0.07532440663278572
1906.6316804292135 0.048914651041237996
1907.6594307538976 0.034282640902536486
1908.6871810785817 0.02746569092159796
1909.7149314032658 0.023217985479927657
1910.7426817279497 0.01761036404401905
1911.770432052634 0.008957066926336226
1912.798182377318 0.021641669763648515
1913.8259327020023 0.010794485102247264
1914.8536830266862 0.0034656881789849625
1915.8814333513706 0.0014456431807967217
1916.9091836760545 0.007408013252101795
1917.936934000739 0.020458901950732328
1918.9646843254227 0.035908438341689865
1919.992434650107 0.047518725875109656
1921.0201849747912 0.051680498601979666
1922.0479352994753 0.04822157187821455
1923.075685624159 0.03921436278332561
1924.1034359488435 0.02715085637072196
1925.1311862735274 0.014281956785744614
1926.1589365982118 0.0023141397248996054
1927.1866869228957 -0.006782866787939809
1928.21443724758 -0.011288025379902545
1929.242187572264 -0.010317073619142351
1930.2699378969482 -0.006527629235888303
1931.2976882216321 -0.004186097786811664
1932.3254385463165 -0.006691092575989401
1933.3531888710004 -0.015106972312345939
1934.3809391956847 -0.02689688595299382
1935.4086895203686 -0.03746097002015554
1936.4364398450525 -0.042977003855883954
1937.4641901697369 -0.041743258700417396
1938.4919404944212 -0.03540641133329435
1939.5196908191053 -0.027182052488529826
1940.5474411437895 -0.020579103535114728
1941.5751914684733 -0.01876467678928105
1942.6029417931577 -0.023285928698212045
1943.6306921178414 -0.03321378926644494
1944.658442442526 -0.04560684497092071
1945.6861927672098 -0.05515949810676031
1946.7139430918942 -0.05782414680628666
1947.741693416578 -0.05321816509127173
1948.7694437412624 -0.04493284269239815
1949.7971940659463 -0.03757423009761147
1950.8249443906307 -0.033589818471241914
1951.8526947153143 -0.033228181953151796
1952.880445039999 -0.034184217747329416
1953.9081953646828 -0.03472517225845121
1954.9359456893671 -0.034203438796101944
1955.963696014051 -0.03220447625849122
1956.9914463387354 -0.029054200814718698
1958.019196663419 -0.02478322668530034
1959.0469469881036 -0.020451595198943767
1960.0746973127875 -0.016447037713693997
1961.1024476374719 -0.013533781346670845
1962.130197962156 -0.011634904379158002
1963.15794828684 -0.010974441547945064
1964.1856986115242 -0.011726416641626668
1965.2134489362081 -0.012509699370109427
1966.241199260892 -0.013356601277240704
1967.2689495855766 -0.012650377753002357
1968.2966999102605 -0.009850096254510375
1969.3244502349453 -0.006656849691485551
1970.3522005596287 -0.004484567278140281
1971.3799508843128 -0.004343628725856414
1972.4077012089967 -0.005173339062279431
1973.435451533681 -0.004099316690314881
1974.4632018583652 0.0014230781358729988
1975.4909521830493 0.01022839350008692
1976.5187025077337 0.01845852804826063
1977.5464528324178 0.022354345521994747
1978.574203157102 0.02121221108023695
1979.601953481786 0.018263484109176054
1980.62970380647 0.016853374863350794
1981.6574541311538 0.017328206641709833
1982.6852044558382 0.01629124373487758
1983.7129547805225 0.010505049857242744
1984.7407051052066 0.0005819388837541814
1985.7684554298908 -0.009346209262212012
1986.7962057545747 -0.014752742403512311
1987.8239560792588 -0.014340582458596979
1988.851706403943 -0.009530512219961998
1989.879456728627 -0.0022106345517270126
1990.907207053311 0.004797432332231308
1991.9349573779955 0.008783757580255373
1992.9627077026796 0.008889425921039303
1993.9904580273637 0.006236046792136318
1995.0182083520476 0.004324658128040386
1996.045958676732 0.005841824791110221
1997.073709001416 0.010128297404608275
1998.1014593261004 0.013349765886576824
1999.129209650784 0.01101116110757322
2000.1569599754685 0.0028316337610156694
2001.1847103001526 -0.00905862009865762
2002.2124606248365 -0.021407658611317333
